"Item ID","Item name","Chain","Chain ID","Level","Rarity","Current placeholder path","Required final filename","Required dimensions","Transparency requirements","Producer source","Tasks using the item","Other implemented consumers","Integration status"
"trap_7","Automated Warning System","Traps","trap","7","Rare","res://assets/items/trap/level_7.png","res://assets/items/trap/level_7.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","trap_producer","","","Final integrated"
"trap_producer","Security Locker","Traps","trap","0","Uncommon","res://assets/items/trap/producer.png","res://assets/items/trap/producer.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Starter producer; produces trap_1","","","Final integrated"
"vehicle_parts_1","Loose Bolt","Vehicle parts","vehicle_parts","1","Common","res://assets/items/vehicle_parts/level_1.png","res://assets/items/vehicle_parts/level_1.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","vehicle_parts_producer","","","Final integrated"
"vehicle_parts_2","Spare Fasteners","Vehicle parts","vehicle_parts","2","Common","res://assets/items/vehicle_parts/level_2.png","res://assets/items/vehicle_parts/level_2.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","vehicle_parts_producer","","data/scavenging/petrol_station.tres; data/scavenging/roadside_wreck.tres; data/scavenging/warehouse_depot.tres; data/vehicles/delivery_van.tres","Final integrated"
"vehicle_parts_3","Repair Component","Vehicle parts","vehicle_parts","3","Common","res://assets/items/vehicle_parts/level_3.png","res://assets/items/vehicle_parts/level_3.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","vehicle_parts_producer","","data/scavenging/roadside_wreck.tres; data/vehicles/delivery_van.tres","Final integrated"
"vehicle_parts_4","Engine Part","Vehicle parts","vehicle_parts","4","Uncommon","res://assets/items/vehicle_parts/level_4.png","res://assets/items/vehicle_parts/level_4.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","vehicle_parts_producer","","","Final integrated"
"vehicle_parts_5","Vehicle Repair Kit","Vehicle parts","vehicle_parts","5","Uncommon","res://assets/items/vehicle_parts/level_5.png","res://assets/items/vehicle_parts/level_5.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","vehicle_parts_producer","","","Final integrated"
"vehicle_parts_6","Reconditioned Engine","Vehicle parts","vehicle_parts","6","Rare","res://assets/items/vehicle_parts/level_6.png","res://assets/items/vehicle_parts/level_6.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","vehicle_parts_producer","","","Final integrated"
"vehicle_parts_7","Armoured Vehicle Upgrade","Vehicle parts","vehicle_parts","7","Rare","res://assets/items/vehicle_parts/level_7.png","res://assets/items/vehicle_parts/level_7.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","vehicle_parts_producer","","","Final integrated"
"vehicle_parts_producer","Mechanic's Trolley","Vehicle parts","vehicle_parts","0","Uncommon","res://assets/items/vehicle_parts/producer.png","res://assets/items/vehicle_parts/producer.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Starter producer; produces vehicle_parts_1","","","Final integrated"
"xp_reward_1","XP Token","Coins and currencies","xp_reward","1","Common","res://assets/items/xp_reward/level_1.png","res://assets/items/xp_reward/level_1.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Reward/scavenging grants; collected from board","","","Final integrated"
"xp_reward_2","XP Cluster","Coins and currencies","xp_reward","2","Common","res://assets/items/xp_reward/level_2.png","res://assets/items/xp_reward/level_2.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Reward/scavenging grants; collected from board","","","Final integrated"
"xp_reward_3","XP Cache","Coins and currencies","xp_reward","3","Common","res://assets/items/xp_reward/level_3.png","res://assets/items/xp_reward/level_3.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Reward/scavenging grants; collected from board","","","Final integrated"
"xp_reward_4","XP Ledger","Coins and currencies","xp_reward","4","Uncommon","res://assets/items/xp_reward/level_4.png","res://assets/items/xp_reward/level_4.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Reward/scavenging grants; collected from board","","","Final integrated"
"xp_reward_5","XP Archive","Coins and currencies","xp_reward","5","Uncommon","res://assets/items/xp_reward/level_5.png","res://assets/items/xp_reward/level_5.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Reward/scavenging grants; collected from board","","","Final integrated"
"xp_reward_6","XP Vault","Coins and currencies","xp_reward","6","Rare","res://assets/items/xp_reward/level_6.png","res://assets/items/xp_reward/level_6.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Reward/scavenging grants; collected from board","","","Final integrated"
"xp_reward_7","XP Monument","Coins and currencies","xp_reward","7","Rare","res://assets/items/xp_reward/level_7.png","res://assets/items/xp_reward/level_7.png","256x256 RGBA PNG; subject within shared 210x210 safe area; high-resolution source retained","Transparent corners/background; soft contact shadow retained; no matte fringe","Reward/scavenging grants; collected from board","","","Final integrated"
